health_area,district_name,data_element_name,year_month,monthly_value,previous_month_value,mom_percent_change
Malaria,Mendozamouth District,RDT tests conducted,202411,43.0,44.0,-2.272727272727273
Malaria,Mendozamouth District,RDT tests conducted,202412,55.0,43.0,27.906976744186046
Malaria,Mendozamouth District,RDT tests conducted,202501,69.0,55.0,25.454545454545453
Malaria,Mendozamouth District,RDT tests conducted,202502,72.0,69.0,4.3478260869565215
Malaria,Mendozamouth District,RDT tests conducted,202503,110.0,72.0,52.77777777777778
Malaria,Mendozamouth District,RDT tests conducted,202504,83.0,110.0,-24.545454545454547
Malaria,Mendozamouth District,RDT tests conducted,202505,57.0,83.0,-31.32530120481928
Malaria,New Christophershire District,IRS households covered,202406,624.0,,
Malaria,New Christophershire District,IRS households covered,202407,1013.0,624.0,62.33974358974359
Malaria,New Christophershire District,IRS households covered,202408,1170.0,1013.0,15.49851924975321
Malaria,New Christophershire District,IRS households covered,202409,947.0,1170.0,-19.05982905982906
Malaria,New Christophershire District,IRS households covered,202410,964.0,947.0,1.7951425554382259
Malaria,New Christophershire District,IRS households covered,202411,1317.0,964.0,36.61825726141078
Malaria,New Christophershire District,IRS households covered,202412,799.0,1317.0,-39.33181473044799
Malaria,New Christophershire District,IRS households covered,202501,600.0,799.0,-24.90613266583229
Malaria,New Christophershire District,IRS households covered,202502,888.0,600.0,48.0
Malaria,New Christophershire District,IRS households covered,202503,901.0,888.0,1.4639639639639639
Malaria,New Christophershire District,IRS households covered,202504,625.0,901.0,-30.632630410654826
Malaria,New Christophershire District,IRS households covered,202505,595.0,625.0,-4.8
Malaria,New Christophershire District,LLIN nets distributed,202406,750.0,,
Malaria,New Christophershire District,LLIN nets distributed,202407,1506.0,750.0,100.8
Malaria,New Christophershire District,LLIN nets distributed,202408,815.0,1506.0,-45.88313413014608
Malaria,New Christophershire District,LLIN nets distributed,202409,2027.0,815.0,148.7116564417178
Malaria,New Christophershire District,LLIN nets distributed,202410,1333.0,2027.0,-34.23778983719783
Malaria,New Christophershire District,LLIN nets distributed,202411,1839.0,1333.0,37.95948987246812
Malaria,New Christophershire District,LLIN nets distributed,202412,1543.0,1839.0,-16.095704187058185
Malaria,New Christophershire District,LLIN nets distributed,202501,1047.0,1543.0,-32.145171743357096
Malaria,New Christophershire District,LLIN nets distributed,202502,1853.0,1047.0,76.981852913085
Malaria,New Christophershire District,LLIN nets distributed,202503,948.0,1853.0,-48.839719373988125
Malaria,New Christophershire District,LLIN nets distributed,202504,1135.0,948.0,19.72573839662447
Malaria,New Christophershire District,LLIN nets distributed,202505,1196.0,1135.0,5.3744493392070485
Malaria,New Christophershire District,Malaria confirmed cases,202406,66.0,,
Malaria,New Christophershire District,Malaria confirmed cases,202407,110.0,66.0,66.66666666666666
Malaria,New Christophershire District,Malaria confirmed cases,202408,76.0,110.0,-30.909090909090907
Malaria,New Christophershire District,Malaria confirmed cases,202409,61.0,76.0,-19.736842105263158
Malaria,New Christophershire District,Malaria confirmed cases,202410,67.0,61.0,9.836065573770492
Malaria,New Christophershire District,Malaria confirmed cases,202411,87.0,67.0,29.850746268656714
Malaria,New Christophershire District,Malaria confirmed cases,202412,46.0,87.0,-47.12643678160919
Malaria,New Christophershire District,Malaria confirmed cases,202501,348.0,46.0,656.5217391304348
Malaria,New Christophershire District,Malaria confirmed cases,202502,86.0,348.0,-75.28735632183908
Malaria,New Christophershire District,Malaria confirmed cases,202503,58.0,86.0,-32.55813953488372
Malaria,New Christophershire District,Malaria confirmed cases,202504,31.0,58.0,-46.55172413793103
Malaria,New Christophershire District,Malaria confirmed cases,202505,84.0,31.0,170.96774193548387
Malaria,New Christophershire District,Malaria deaths,202406,34.0,,
Malaria,New Christophershire District,Malaria deaths,202407,40.0,34.0,17.647058823529413
Malaria,New Christophershire District,Malaria deaths,202408,45.0,40.0,12.5
Malaria,New Christophershire District,Malaria deaths,202409,34.0,45.0,-24.444444444444443
Malaria,New Christophershire District,Malaria deaths,202410,41.0,34.0,20.588235294117645
Malaria,New Christophershire District,Malaria deaths,202411,22.0,41.0,-46.34146341463415
Malaria,New Christophershire District,Malaria deaths,202412,46.0,22.0,109.09090909090908
Malaria,New Christophershire District,Malaria deaths,202501,33.0,46.0,-28.26086956521739
Malaria,New Christophershire District,Malaria deaths,202502,24.0,33.0,-27.27272727272727
Malaria,New Christophershire District,Malaria deaths,202503,35.0,24.0,45.83333333333333
Malaria,New Christophershire District,Malaria deaths,202504,40.0,35.0,14.285714285714285
Malaria,New Christophershire District,Malaria deaths,202505,31.0,40.0,-22.5
Malaria,New Christophershire District,Malaria in pregnancy cases,202406,65.0,,
Malaria,New Christophershire District,Malaria in pregnancy cases,202407,45.0,65.0,-30.76923076923077
Malaria,New Christophershire District,Malaria in pregnancy cases,202408,87.0,45.0,93.33333333333333
Malaria,New Christophershire District,Malaria in pregnancy cases,202409,207.0,87.0,137.93103448275863
Malaria,New Christophershire District,Malaria in pregnancy cases,202410,69.0,207.0,-66.66666666666666
Malaria,New Christophershire District,Malaria in pregnancy cases,202411,96.0,69.0,39.130434782608695
Malaria,New Christophershire District,Malaria in pregnancy cases,202412,28.0,96.0,-70.83333333333334
Malaria,New Christophershire District,Malaria in pregnancy cases,202501,214.0,28.0,664.2857142857143
Malaria,New Christophershire District,Malaria in pregnancy cases,202502,65.0,214.0,-69.62616822429906
Malaria,New Christophershire District,Malaria in pregnancy cases,202503,61.0,65.0,-6.153846153846154
Malaria,New Christophershire District,Malaria in pregnancy cases,202504,85.0,61.0,39.34426229508197
Malaria,New Christophershire District,Malaria in pregnancy cases,202505,79.0,85.0,-7.0588235294117645
Malaria,New Christophershire District,Malaria positivity rate,202406,319.5,,
Malaria,New Christophershire District,Malaria positivity rate,202407,230.7,319.5,-27.79342723004695
Malaria,New Christophershire District,Malaria positivity rate,202408,138.7,230.7,-39.87863025574339
Malaria,New Christophershire District,Malaria positivity rate,202409,274.9,138.7,98.19754866618601
Malaria,New Christophershire District,Malaria positivity rate,202410,276.09999999999997,274.9,0.4365223717715492
Malaria,New Christophershire District,Malaria positivity rate,202411,188.7,276.09999999999997,-31.65519739224918
Malaria,New Christophershire District,Malaria positivity rate,202412,321.2,188.7,70.21727609962905
Malaria,New Christophershire District,Malaria positivity rate,202501,233.4,321.2,-27.334993773349936
Malaria,New Christophershire District,Malaria positivity rate,202502,230.39999999999998,233.4,-1.2853470437018117
Malaria,New Christophershire District,Malaria positivity rate,202503,324.8,230.39999999999998,40.97222222222224
Malaria,New Christophershire District,Malaria positivity rate,202504,325.79999999999995,324.8,0.30788177339899725
Malaria,New Christophershire District,Malaria positivity rate,202505,383.59999999999997,325.79999999999995,17.740945365254763
Malaria,New Christophershire District,RDT tests conducted,202406,82.0,,
Malaria,New Christophershire District,RDT tests conducted,202407,49.0,82.0,-40.243902439024396
Malaria,New Christophershire District,RDT tests conducted,202408,74.0,49.0,51.02040816326531
Malaria,New Christophershire District,RDT tests conducted,202409,88.0,74.0,18.91891891891892
Malaria,New Christophershire District,RDT tests conducted,202410,293.0,88.0,232.95454545454547
Malaria,New Christophershire District,RDT tests conducted,202411,67.0,293.0,-77.13310580204778
Malaria,New Christophershire District,RDT tests conducted,202412,44.0,67.0,-34.32835820895522
Malaria,New Christophershire District,RDT tests conducted,202501,58.0,44.0,31.818181818181817
Malaria,New Christophershire District,RDT tests conducted,202502,67.0,58.0,15.517241379310345
Malaria,New Christophershire District,RDT tests conducted,202503,65.0,67.0,-2.9850746268656714
Malaria,New Christophershire District,RDT tests conducted,202504,69.0,65.0,6.153846153846154
Malaria,New Christophershire District,RDT tests conducted,202505,41.0,69.0,-40.57971014492754
Malaria,New Deborahtown District,ACT doses distributed,202406,2583.0,,
Malaria,New Deborahtown District,ACT doses distributed,202407,1726.0,2583.0,-33.17847464188928
Malaria,New Deborahtown District,ACT doses distributed,202408,938.0,1726.0,-45.65469293163383
Malaria,New Deborahtown District,ACT doses distributed,202409,1709.0,938.0,82.19616204690831
Malaria,New Deborahtown District,ACT doses distributed,202410,2921.0,1709.0,70.91866588648332
Malaria,New Deborahtown District,ACT doses distributed,202411,2821.0,2921.0,-3.4234851078397806
Malaria,New Deborahtown District,ACT doses distributed,202412,2170.0,2821.0,-23.076923076923077
Malaria,New Deborahtown District,ACT doses distributed,202501,2655.0,2170.0,22.350230414746544
Malaria,New Deborahtown District,ACT doses distributed,202502,1294.0,2655.0,-51.26177024482109
Malaria,New Deborahtown District,ACT doses distributed,202503,2282.0,1294.0,76.35239567233386
Malaria,New Deborahtown District,ACT doses distributed,202504,1453.0,2282.0,-36.32778264680105
Malaria,New Deborahtown District,ACT doses distributed,202505,1613.0,1453.0,11.011699931176876
Malaria,New Deborahtown District,LLIN nets distributed,202406,2246.0,,
Malaria,New Deborahtown District,LLIN nets distributed,202407,2033.0,2246.0,-9.48352626892253
Malaria,New Deborahtown District,LLIN nets distributed,202408,1915.0,2033.0,-5.8042302016724046
Malaria,New Deborahtown District,LLIN nets distributed,202409,2884.0,1915.0,50.60052219321148
Malaria,New Deborahtown District,LLIN nets distributed,202410,1006.0,2884.0,-65.11789181692095
Malaria,New Deborahtown District,LLIN nets distributed,202411,2307.0,1006.0,129.32405566600397
Malaria,New Deborahtown District,LLIN nets distributed,202412,2521.0,2307.0,9.276116168183789
Malaria,New Deborahtown District,LLIN nets distributed,202501,1081.0,2521.0,-57.12019040063468
Malaria,New Deborahtown District,LLIN nets distributed,202502,1196.0,1081.0,10.638297872340425
Malaria,New Deborahtown District,LLIN nets distributed,202503,2717.0,1196.0,127.17391304347827
Malaria,New Deborahtown District,LLIN nets distributed,202504,1618.0,2717.0,-40.44902465955097
Malaria,New Deborahtown District,LLIN nets distributed,202505,1965.0,1618.0,21.446229913473424
Malaria,New Deborahtown District,Malaria confirmed cases,202406,74.0,,
Malaria,New Deborahtown District,Malaria confirmed cases,202407,68.0,74.0,-8.108108108108109
Malaria,New Deborahtown District,Malaria confirmed cases,202408,79.0,68.0,16.176470588235293
Malaria,New Deborahtown District,Malaria confirmed cases,202409,99.0,79.0,25.31645569620253
Malaria,New Deborahtown District,Malaria confirmed cases,202410,344.0,99.0,247.4747474747475
Malaria,New Deborahtown District,Malaria confirmed cases,202411,73.0,344.0,-78.77906976744185
Malaria,New Deborahtown District,Malaria confirmed cases,202412,141.0,73.0,93.15068493150685
Malaria,New Deborahtown District,Malaria confirmed cases,202501,133.0,141.0,-5.673758865248227
Malaria,New Deborahtown District,Malaria confirmed cases,202502,90.0,133.0,-32.33082706766917
Malaria,New Deborahtown District,Malaria confirmed cases,202503,102.0,90.0,13.333333333333334
Malaria,New Deborahtown District,Malaria confirmed cases,202504,104.0,102.0,1.9607843137254901
Malaria,New Deborahtown District,Malaria confirmed cases,202505,89.0,104.0,-14.423076923076922
Malaria,New Deborahtown District,Malaria deaths,202406,43.0,,
Malaria,New Deborahtown District,Malaria deaths,202407,50.0,43.0,16.27906976744186
Malaria,New Deborahtown District,Malaria deaths,202408,70.0,50.0,40.0
Malaria,New Deborahtown District,Malaria deaths,202409,77.0,70.0,10.0
Malaria,New Deborahtown District,Malaria deaths,202410,94.0,77.0,22.07792207792208
Malaria,New Deborahtown District,Malaria deaths,202411,59.0,94.0,-37.234042553191486
Malaria,New Deborahtown District,Malaria deaths,202412,44.0,59.0,-25.423728813559322
Malaria,New Deborahtown District,Malaria deaths,202501,51.0,44.0,15.909090909090908
Malaria,New Deborahtown District,Malaria deaths,202502,71.0,51.0,39.21568627450981
Malaria,New Deborahtown District,Malaria deaths,202503,45.0,71.0,-36.61971830985916
Malaria,New Deborahtown District,Malaria deaths,202504,58.0,45.0,28.888888888888886
Malaria,New Deborahtown District,Malaria deaths,202505,203.0,58.0,250.0
Malaria,New Deborahtown District,Malaria in pregnancy cases,202406,129.0,,
Malaria,New Deborahtown District,Malaria in pregnancy cases,202407,62.0,129.0,-51.93798449612403
Malaria,New Deborahtown District,Malaria in pregnancy cases,202408,92.0,62.0,48.38709677419355
Malaria,New Deborahtown District,Malaria in pregnancy cases,202409,98.0,92.0,6.521739130434782
Malaria,New Deborahtown District,Malaria in pregnancy cases,202410,127.0,98.0,29.591836734693878
Malaria,New Deborahtown District,Malaria in pregnancy cases,202411,92.0,127.0,-27.559055118110237
Malaria,New Deborahtown District,Malaria in pregnancy cases,202412,133.0,92.0,44.565217391304344
Malaria,New Deborahtown District,Malaria in pregnancy cases,202501,132.0,133.0,-0.7518796992481203
Malaria,New Deborahtown District,Malaria in pregnancy cases,202502,60.0,132.0,-54.54545454545454
Malaria,New Deborahtown District,Malaria in pregnancy cases,202503,140.0,60.0,133.33333333333331
Malaria,New Deborahtown District,Malaria in pregnancy cases,202504,79.0,140.0,-43.57142857142857
Malaria,New Deborahtown District,Malaria in pregnancy cases,202505,76.0,79.0,-3.79746835443038
Malaria,New Deborahtown District,Malaria positivity rate,202406,443.40000000000003,,
Malaria,New Deborahtown District,Malaria positivity rate,202407,526.9999999999999,443.40000000000003,18.85430762291381
Malaria,New Deborahtown District,Malaria positivity rate,202408,544.5999999999999,526.9999999999999,3.339658444022776
Malaria,New Deborahtown District,Malaria positivity rate,202409,474.79999999999995,544.5999999999999,-12.816746235769367
Malaria,New Deborahtown District,Malaria positivity rate,202410,448.20000000000005,474.79999999999995,-5.6023588879528035
Malaria,New Deborahtown District,Malaria positivity rate,202411,421.09999999999997,448.20000000000005,-6.0464078536367865
Malaria,New Deborahtown District,Malaria positivity rate,202412,411.30000000000007,421.09999999999997,-2.3272381857040845
Malaria,New Deborahtown District,Malaria positivity rate,202501,451.6,411.30000000000007,9.798200826647204
Malaria,New Deborahtown District,Malaria positivity rate,202502,493.6,451.6,9.300265721877768
Malaria,New Deborahtown District,Malaria positivity rate,202503,535.0,493.6,8.387358184764986
Malaria,New Deborahtown District,Malaria positivity rate,202504,554.8,535.0,3.700934579439244
Malaria,New Deborahtown District,Malaria positivity rate,202505,532.2,554.8,-4.073540014419595
Malaria,New Deborahtown District,RDT tests conducted,202406,141.0,,
Malaria,New Deborahtown District,RDT tests conducted,202407,120.0,141.0,-14.893617021276595
Malaria,New Deborahtown District,RDT tests conducted,202408,115.0,120.0,-4.166666666666666
Malaria,New Deborahtown District,RDT tests conducted,202409,93.0,115.0,-19.130434782608695
Malaria,New Deborahtown District,RDT tests conducted,202410,98.0,93.0,5.376344086021505
Malaria,New Deborahtown District,RDT tests conducted,202411,69.0,98.0,-29.591836734693878
